Carl Weathers,the comebacks
Scott Speedman,weirdsville
Giovanni Ribisi,the dog problem
Danny DeVito,relative strangers
Declan Donnelly,alien autopsy
Gillian Anderson,straightheads
Ebru Ceylan,climates
Brad Pitt,the assassination of jesse james by the coward robert ford
Edgar Morin,chronicle of a summer
John Garfield,the breaking point
Bette Davis,the nanny
James Marsden,10th & wolf
Oshri Cohen,beaufort
Kari Matchett,civic duty
Marc Blucas,the killing floor
Marianne Faithfull,irina palm
Jay Baruchel,i'm reed fish
Broderick Crawford,between heaven and hell
Powers Boothe,the final season
Chiara Mastroianni,persepolis
Kathy Baker,the jane austen book club
Louis Malle,...and the pursuit of happiness
Petra Nielsen,frost bite
Aksel Hennie,jonny vang
Narimi Arimori,graveyard of honor
Rade Serbedzija,fugitive pieces
Sean Bean,outlaw
Bernadette Lafont,les bonnes femmes
Ron Perlman,the last winter
Vanessa Redgrave,"mary, queen of scots"
Deanna Durbin,can't help singing
Jeff Garlin,i want someone to eat cheese with
Michael Moore,manufacturing dissent
Baki Davrak,the edge of heaven
Tyler Perry,why did i get married?
Tobin Bell,saw iv
Meg Ryan,my mom's new boyfriend
Imogene Robinson,for the bible tells me so
Rex Lease,the monster walks
Ray Winstone,scum
Gordon Liu Chia-Hui,return to the 36th chamber
Ryan Pinkston,full of it
Edward G. Robinson,the sea wolf
Dick Kaysø,valhalla
Ahn Jae-mo,the city of violence
Antonio Resines,"dawn breaks, which is no small thing"
Jeon Do-yeon,secret sunshine
James Mason,the reckless moment
Wagner Moura,elite squad
Germano Haiut,the year my parents went on vacation
Michael Douglas,king of california
John Cusack,martian child
David Chisum,flight of the living dead: outbreak on a plane
Jet Li,last hero in china
Kim Poirier,decoys
John Heard,chilly scenes of winter
Denzel Washington,american gangster
Jerry Seinfeld,bee movie
Mahasamut Boonyaruk,citizen dog
Philip Seymour Hoffman,before the devil knows you're dead
Mathieu Amalric,the diving bell and the butterfly
Tommy Lee Jones,no country for old men
Barry Pepper,ripley under ground
Jack Black,be kind rewind
Melonie Diaz,itty bitty titty committee
Henry Fonda,the fugitive
Sofia Boutella,azur & asmar: the princes' quest
Freddie Highmore,august rush
Sun Ra,space is the place
John Wayne,the dawn rider
Humphrey Bogart,the desperate hours
Håkan Angser,"you, the living"
David Lee Smith,the man from earth
Shin Ha-kyun,no mercy for the rude
John Wayne,hellfighters
Robert Redford,lions for lambs
Vince Vaughn,fred claus
Ray Winstone,beowulf
Dustin Hoffman,mr. magorium's wonder emporium
Javier Bardem,love in the time of cholera
Dwayne Johnson,southland tales
Aubrey Ankrum,ever since the world ended
Karl Scheydt,the american soldier
Kevin Smith,an evening with kevin smith 2: evening harder
John Payne,kansas city confidential
Sean Astin,harrison bergeron
Ron Perlman,5ive girls
Kevin Bacon,rails & ties
Don Cheadle,darfur now
Timothy Hutton,heavens fall
Ivan Barnev,i served the king of england
John Wayne,texas terror
Alex Barnett,murder party
Anna Faris,smiley face
Sergei Makovetsky,12
Ricardo Darín,xxy
Gene Evans,the steel helmet
Julie Depardieu,blame it on fidel!
Thomas Jane,the mist
Amy Adams,enchanted
Timothy Olyphant,hitman
Loretta Devine,this christmas
Wes Bentley,p2
Shah Rukh Khan,om shanti om
Hayden Christensen,awake
Dakota Blue Richards,the golden compass
Will Smith,i am legend
Jason Lee,alvin and the chipmunks
John DiMaggio,futurama: bender's big score
Patricia Ree Gilbert,symbiopsychotaxiplasm: take one
Nicole Kidman,margot at the wedding
Cate Blanchett,i'm not there.
John Wayne,the shepherd of the hills
Bernhard Bettermann,as far as my feet will carry me
Laura Linney,the savages
Erica Leerhsen,wrong turn 2: dead end
Belén Rueda,the orphanage
Vivien Leigh,that hamilton woman
Ellen Page,juno
Joseph Fiennes,goodbye bafana
Setsuko Hara,tokyo twilight
Beth Naef,maxed out
Norah Jones,my blueberry nights
Romy Schneider,the swimming pool
Laurie Baranyay,day of the dead 2: contagium
Isabelle Huppert,ma mère
Gary Busey,"buy the ticket, take the ride"
Lauren Ambrose,starting out in the evening
Izzy Diaz,redacted
Chadhoorth Djawann,suicide killers
Michael Bierut,helvetica
Juliette Binoche,mary
Kiều Chinh,journey from the fall
Jack Nicholson,the bucket list
Bill Bunten,fall from grace
John Garfield,between two worlds
Khalid Abdalla,the kite runner
Reiko Ike,sex and fury
Louis Garrel,regular lovers
Henning Moritzen,allegro
Mike Vogel,the deaths of ian stone
Takayuki Yamada,train man
Pierce Brosnan,butterfly on a wheel
Lou Taylor Pucci,the go-getter
Cory Knauf,the hamiltons
Alan Rickman,close my eyes
Richard Gere,the flock
Casper Zafer,the maidens' conspiracy
Patrick Fugit,wristcutters: a love story
Fabrizio Borsani,vitus
Leonard Roberts,joe and max
Jim Broadbent,longford
Paget Brewster,the big bad swim
Nicolas Cage,national treasure: book of secrets
Lee Kang-Sheng,i don't want to sleep alone
Daniel Day-Lewis,there will be blood
Milena Dravić,w.r. - mysteries of the organism
Tom Hanks,charlie wilson's war
John Wayne,the train robbers
Steven Pasquale,aliens vs predator: requiem
John C. Reilly,walk hard: the dewey cox story
Paris Hilton,pledge this!
Til Schweiger,rabbit without ears
Selton Mello,drained
Pascale Hutton,chicks with sticks
Denzel Washington,the great debaters
Hurichabilike,mongolian ping pong
Tom Wilkinson,dedication
Alexander Nathan Etel,the water horse
Michelle Forbes,battlestar galactica: razor
Anthony Wong,the mission
Hilary Swank,p.s. i love you
Моррис Честнат,the perfect holiday
Katherine Heigl,27 dresses
Vincent Price,the mad magician
Hugo Armstrong,nanking
Anne Bancroft,the pumpkin eater
Lili Taylor,things i never told you
Darío Grandinetti,killing words
Selton Mello,lavoura arcaica
John Call,santa claus conquers the martians
Ângelo Antônio,two sons of francisco
Shin Saburi,equinox flower
Colin Farrell,cassandra's dream
Kim Delaney,10.5: apocalypse
Daniel Letterle,the mostly unfabulous social life of ethan green
Darsheel Safary,taare zameen par
Karel Fiala,lemonade joe
Jason Behr,dragon wars: d-war
Sasson Gabai,the band's visit
Taegu Andy Kang,in between days
Manuela Velasco,[rec]
Milla Jovovich,0.45
Josefin Neldén,god save the king
Jason Statham,in the name of the king: a dungeon siege tale
Demi Moore,flawless
Norma Aleandro,live-in maid
Kim Rossi Stuart,along the ridge
Lizzy Caplan,cloverfield
Diane Keaton,mad money
Wesley Snipes,the detonator
Kevin Kline,trade
Samuel L. Jackson,cleaner
Joanne Woodward,"rachel, rachel"
Joel David Moore,hatchet
Jessica Simpson,blonde ambition
Keith Carradine,welcome to l.a.
Josh Randall,timber falls
Christian Slater,he was a quiet man
Wallace Beery,viva villa!
Humphrey Bogart,the return of doctor x
James Stewart,the cheyenne social club
Lon Chaney,"laugh, clown, laugh"
George O'Brien,the iron horse
Buck Jones,just pals
George O'Brien,3 bad men
Takaaki Enoki,heaven and earth
Riisa Naka,the girl who leapt through time
Macaulay Culkin,sex and breakfast
Marcello Mastroianni,what?
Shannyn Sossamon,one missed call
Ice Cube,first sunday
Diane Lane,untraceable
Sylvester Stallone,rambo
Rutina Wesley,how she move
Sean Maguire,meet the spartans
Jessica Alba,the eye
Steve Zahn,strange wilderness
Eva Longoria,over her dead body
Rüdiger Vogler,kings of the road
Ron Perlman,hellboy ii: the golden army
Alastair Sim,the green man
Chris Messina,ira & abby
Colin Farrell,in bruges
Anthony Quinn,the shoes of the fisherman
Jean-Paul Belmondo,that man from rio
Peter Greene,"clean, shaven"
Sandrine Bonnaire,à nos amours
Michael Redgrave,thunder rock
Aïssa Maïga,bamako
Klaus Löwitsch,world on a wire
Daniel de Oliveira,cazuza: time doesn't stop
Jacque Fresco,future by design
Nadine Labaki,caramel
Danny Glover,poor boy's game
Ricci Harnett,rise of the footsoldier
Joe Strummer,joe strummer: the future is unwritten
Marcia Gay Harden,canvas
Jason Biggs,wedding daze
Warner Baxter,the prisoner of shark island
Dolph Lundgren,dark angel
Jess Weixler,teeth
David Carradine,crime zone
Lee Grant,visiting hours
松田龙平,"big bang love, juvenile a"
Kazue Fukiishi,noriko's dinner table
Martin Lawrence,welcome home roscoe jenkins
Matthew McConaughey,fool's gold
Bette Davis,the great lie
Anna Paquin,blue state
Bono,u2 3d
Tilda Swinton,deep water
Fridtjov Såheim,the art of negative thinking
Noël Coward,in which we serve
Jeffrey Chyau,the motel
Alan Bates,the shout
Hayden Christensen,jumper
Kierston Wareing,it's a free world...
Ron Eldard,already dead
Ryan Reynolds,"definitely, maybe"
Toshirō Mifune,i live in fear
Brendan Fraser,the air i breathe
Victor McLaglen,hangman's house
Dennis Quaid,vantage point
Freddie Highmore,the spiderwick chronicles
Briana Evigan,step up 2: the streets
Hrithik Roshan,jodhaa akbar
Spencer Tracy,up the river
Pat Healy,great world of sound
Larry the Cable Guy,witless protection
Natalie Portman,the other boleyn girl
Will Ferrell,semi-pro
Simon Pegg,"run, fatboy, run"
Takao Osawa,crying out love in the center of the world
George O'Brien,seas beneath
Brian Keith Allen,taxi to the dark side
Eduardo Noriega,the method
Richard Pryor,which way is up?
John Cusack,grace is gone
Wesley Snipes,the marksman
Ken Duken,gran paradiso
Katharine Hepburn,keeper of the flame
Bing Crosby,the emperor waltz
Rosario Dawson,descent
Martin Lawrence,college road trip
Steven Strait,"10,000 bc"
Jason Statham,the bank job
Rhona Mitra,doomsday
Naomi Watts,funny games
Karl Markovics,the counterfeiters
Tadanobu Asano,mongol: the rise of genghis khan
Jane Adong,war dance
Mike Myers,the love guru
Phil Vischer,veggietales: the pirates who don't do anything
Michelle Morgan,diary of the dead
Jamie Bell,hallam foe
Christina Ricci,penelope
Douglas Silva,city of men
Dylan Baker,chicago 10
Eric Bana,"romulus, my father"
Alexis Smith,the woman in white
Sarah Adler,jellyfish
David Boreanaz,justice league: the new frontier
L.L. Junior,the district
Mark Webber,the hottest state
Helen Hunt,then she found me
Nobuko Otowa,the naked island
Jon Thor Birgisson,sigur rós: heima
Bruce Willis,what just happened
Forest Whitaker,a little trip to heaven
Sylvester Stallone,downhill racer
Abigail Mason,saving sarah cain
Melinda Clarke,return of the living dead 3
Frances McDormand,miss pettigrew lives for a day
Kate Beckinsale,snow angels
Chris Cooper,married life
Jon Huertas,believers
Sonja Henie,sun valley serenade
Doug Cooeyate,mala noche
Judy Marte,on the outs
Khaled Khouri,stupid boy
Will Rogers,doctor bull
Anna Karina,made in u.s.a
Vincent Friell,restless natives
Erin Fisher,quiet city
Tom Burlinson,phar lap
Carol Block,51 birch street
Steven Seagal,black dawn
Sean Faris,never back down
Stephen Chow,cj7
Owen Wilson,drillbit taylor
Kate del Castillo,under the same moon
Banlop Lomnoi,tropical malady
Katsuhiko Sasaki,terror of mechagodzilla
Maurice Chevalier,the smiling lieutenant
Viggo Mortensen,alatriste
Joe Don Baker,joysticks
Billie Piper,spirit trap
Daniel Olbrychski,the promised land
Tim Roth,youth without youth
Batzul Khayankhyarvaa,khadak
Jim Sturgess,21
Dennis Quaid,smart people
Timothy Spall,pierrepoint: the last hangman
Paul Giamatti,the hawk is dying
Dreya Weber,the gymnast
Jean-Claude Van Damme,the shepherd: border patrol
George Clooney,leatherheads
Zhang Hanyu,assembly
Kaori Momoi,why not?
Walter Matthau,pirates
Sho Aikawa,zebraman
Josef Kemr,marketa lazarová
Ryan Phillippe,stop-loss
Mick Jagger,shine a light
Meryl Streep,dark matter
Julia Barnett Tracy,the business of being born
Ladislav Jakim,black peter
Valeria Bertuccelli,the aerial
Wood Moy,chan is missing
Smadar Sayar,close to home
Zoltán Miklós Hajdu,white palms
Ranbir Kapoor,saawariya
Anna Mouglalis,i always wanted to be a gangster
César Troncoso,the pope's toilet
Abigail Breslin,nim's island
Shawn Ashmore,the ruins
Anton Corbijn,joy division
Jason Segel,forgetting sarah marshall
Simon Baker,sex and death 101
Drake Bell,superhero movie
Keanu Reeves,street kings
John Cho,harold & kumar escape from guantanamo bay
Jean Dujardin,99 francs
Emile Hirsch,speed racer
Matthew Broderick,diminished capacity
Fanny Ardant,nathalie...
Jared Leto,chapter 27
Ryan O'Neal,the thief who came to dinner
Jackie Chan,the forbidden kingdom
Uma Thurman,the life before her eyes
Ronnie Warner,"puff, puff, pass"
Michael Caine,pulp
Ryan Cartwright,virgin territory
Sally Hawkins,happy-go-lucky
Bill Maher,religulous
Ray Stevenson,outpost
Alethea Kutscher,are you scared?
Susan Sarandon,bernard and doris
Neil Dudgeon,son of rambow
Doug Benson,super high me
Boris Karloff,the invisible ray
James Caan,the killer elite
Johnny Weissmuller,tarzan escapes
Johnny Weissmuller,tarzan finds a son!
Johnny Weissmuller,tarzan's secret treasure
Johnny Weissmuller,tarzan's new york adventure
Marlon Brando,viva zapata!
Petra Morzé,antares
Josh Hamilton,outsourced
Hugh Jackman,deception
Tina Fey,baby mama
Kseniya Rappoport,the unknown woman
Steve Buscemi,delirious
John Malkovich,klimt
Ben Stein,expelled: no intelligence allowed
Malú Tarrau Broche,viva cuba
Brittany Snow,prom night
Nina Hoss,the white massai
Patrick Dempsey,made of honor
Chiwetel Ejiofor,redbelt
Diego Luna,mister lonely
Willem Dafoe,anamorph
Scott Baio,"the bread, my sweet"
Cuba Gooding Jr.,hero wanted
Juliette Binoche,flight of the red balloon
Catinca Untaru,the fall
Ben Browder,stargate: the ark of truth
Leelee Sobieski,walk all over me
Chris Pine,blind dating
Aaron Eckhart,meet bill
Ellen Page,an american crime
Ashton Kutcher,what happens in vegas
John White,american pie presents: beta house
Matthew Perry,numb
Tammy Blanchard,bella
Claudio Bigagli,fiorile
Claire Bloom,the man between
Michael Redgrave,the stars look down
Tommy Chong,a/k/a tommy chong
Ben Barnes,the chronicles of narnia: prince caspian
Anders Danielsen Lie,reprise
Matthew Perry,the ron clark story
Michael Clarke Duncan,american crude
Joe Benoit,young @ heart
John Cusack,"war, inc."
Krista Kosonen,the year of the wolf
Blythe Auffarth,the girl next door
Ian Cheney,king corn
Harrison Ford,indiana jones and the kingdom of the crystal skull
Nick Stahl,how to rob a bank
Danielle Catanzariti,hey hey it's esther blueburger
Audie Murphy,the quiet american
Pamela Anderson,blonde and blonder
Patti Smith,patti smith: dream of life
Robert Ryan,day of the outlaw
Shelley Conn,nina's heavenly delights
Maurice Chevalier,one hour with you
Noam Chomsky,lake of fire
Michel Blanc,the witnesses
Elijah Wood,the oxford murders
Woody Harrelson,the grand
Sarah Jessica Parker,sex and the city
Liv Tyler,the strangers
Julianne Moore,savage grace
Sylvester Stallone,bigger stronger faster*
Amber Heard,all the boys love mandy lane
Miki Nakatani,memories of matsuko
Sean Cameron Michael,allan quatermain and the temple of skulls
Jack Black,kung fu panda
Reverend Billy,what would jesus buy?
Mauricio do Valle,antonio das mortes
Kevin Spacey,recount
Dries Van Hegen,ex drummer
Jannik Lorenzen,the art of crying
Dana Andrews,where the sidewalk ends
Jim Brown,100 rifles
John Wayne,blood alley
Charles Bronson,chato's land
James Stewart,the fbi story
Alain Delon,"farewell, friend"
Douglas Fairbanks,the iron mask
Charles Bronson,st. ives
Yul Brynner,villa rides
John Wayne,the wings of eagles
Will Rogers,steamboat round the bend
Madeleine Carroll,the world moves on
Henrietta Crosman,pilgrimage
Montgomery Clift,lonelyhearts
Benjamin Bratt,the andromeda strain
George Lam,boat people
Rüdiger Vogler,wrong move
Yang Lin,dust in the wind
Adam Sandler,you don't mess with the zohan
Judit Pogány,the prefab people
Seann William Scott,the promotion
Jim Broadbent,when did you last see your father?
Elio Germano,my brother is an only child
Mena Suvari,stuck
Jacky Cheung,july rhapsody
Jason Williams,flesh gordon
Charles Bronson,telefon
